id,question,A,B,C,D,answer,category
259,As transformações paralelas a seguir são:,"Após a confirmação de que o sistema está correto, o sistema antigo é substituído diretamente pelo novo sistema, e a operação do sistema antigo é encerrada sem estágios intermediários.","Alguns sistemas têm partes idênticas. Durante a conversão, selecione uma como a piloto. Após a piloto ser um sucesso, outras partes podem ser convertidas diretamente ao mesmo tempo.",A conversão é realizada em etapas e em lotes.,"Organize um período de operação paralela dos sistemas antigo e novo, e interrompa a operação do sistema antigo até que a operação normal do novo sistema seja garantida.",D,Application
260,"Ao escrever um programa, o desenvolvedor deve utilizar um formato unificado no início do programa, incluindo nome do programa, função do programa, chamada e programas chamados, nome do projetista e outras informações, refletindo as características da gestão de documentos de sistemas de informação.",Especificação de Escrita de Documentos,Regras de Esboço de Gráficos,Padrão de Catálogo de Documentos,Sistema de Gerenciamento de Documentos,A,Software architecture
261,"Módulo A coloca as informações do estudante, ou seja, nome do estudante, número do estudante, número do celular, etc., em uma estrutura e passa-o para o módulo B. Qual é o tipo de acoplamento entre os módulos A e B?",dados,marcação,controle,conteúdo,B,Software architecture
262,Quais das seguintes opções não é uma estrutura de dados linear?,pilha (stack),tabela genérica (Generalized table),fila (queue),string,B,Information security 
263,"Na seguinte afirmação sobre o uso do método de paridade ímpar, a correta é:","Se todos os bits ímpares estiverem errados, o erro pode ser detectado, mas não corrigido","Se todos os bits pares estiverem errados, o erro pode ser detectado e corrigido","Se houver um número ímpar de bits de dados em erro, o erro pode ser detectado, mas não corrigido","Se houver um número par de bits de dados em erro, o erro pode ser detectado e corrigido",C,Information security 
264,As funções mais importantes no nível de trabalho do Gerenciamento de Recursos de Informação (GRI) são:,líderes de negócios,administrador de dados,processador de dados,líder do time de projeto,B,Application
265,"A definição de linguagem de programação envolve semântica, pragmática e um total de três aspectos, por favor, escolha uma opção.",gramática,frase,entonação,voz,A,Software architecture
266,"O Gerenciamento de Nível de Serviço da TI é o processo de definir, negociar, concertar, monitorar e revisar os níveis de qualidade dos serviços prestados aos clientes. É a ligação entre o departamento de TI e outros departamentos ou unidades.",uma unidade de negócio específica,um funcionário específico em uma unidade de negócio,manutenidor de sistema,administrador de sistema,A,Application
267,"No que diz respeito à descrição sobre o CPU, a correta é:","A unidade aritmética, unidade de controle e banco de registros no CPU estão conectados por meio do barramento do sistema","Em um CPU, cabe à unidade de controle buscar instruções e analisá-las",CPUs que desempenham tarefas de computação paralela devem ser multi-nível,"CPU de único núcleo não suporta sistema operacional multi-tarefa, enquanto CPU multi-nível suporta",B,Operating system
268,"Quais das opções a seguir, sendo um processo importante de gestão de sistemas IT, podem resolver problemas como orçamento de investimento em TI, custo de TI, contabilização de benefícios e avaliação de investimentos e fornecer suporte de decisão para gestores sêniores?",Gestão financeira de TI,Gestão de recursos de TI,Gestão de desempenho de TI,Gestão de disponibilidade de TI,A,Application
269,Quais das seguintes afirmações sobre o projeto estão incorretas:,Projetos tem metas claras,A estrutura organizacional do projeto é fechada,Projetos têm um prazo de vida limitado,o projeto é incerto,B,Application
270,"No uso de UML para modelar um sistema, o que é usado para descrever todas as funções do sistema.",modelo de análise,modelo de design,modelo de caso de uso,modelo de implementação,C,Software architecture
271,Quais é o método de conexão em que duas estações de trabalho podem se comunicar diretamente entre si?,Diretamente conectado por par trançado cruzado,Conectado através de um switch usando par trançado cruzado,Par trançado reto conectado diretamente,Conectado ao servidor usando par trançado reto,A,Network 
272,"Se o preço dos serviços de TI for estabelecido pelo departamento de TI com base em negociações com os clientes, e esse preço geralmente se mantiver constante por um determinado período de tempo, então qual é o método de preço.",preço atual,preço de custo,preço do contrato,preço de mercado,C,Application
273,"Para o departamento de gestão da TI, qual é o propósito primário da efetiva divisão de responsabilidades dentro do departamento de TI, fazendo com que os funcionários entendam suas responsabilidades e a avaliação periódica do desempenho dos funcionários.",Gestão de pessoal da TI,Gestão financeira da TI,Gestão de recursos da TI,Gestão de capacidades da TI,A,Middleware
274,"Em tecnologia de segurança de sistemas de informação, o artigo de auditoria de segurança pertence a",segurança física,segurança cibernética,segurança de dados,operação segura,D,Information security 
275,"Um programador de software é incumbido por uma empresa (donos dos direitos autorais do software) para desenvolver um programa de software, e três meses depois é incumbido por outra empresa para desenvolver software com funções semelhantes. O programador abrevia o software encarregado pela primeira empresa - a modificação é submetida à segunda empresa, como avaliar este comportamento,",Privilégio do programador,Uso normal de direitos autorais,Não constitui infração,Infração,D,Software architecture
276,A seguinte afirmação não é uma característica básica do projeto:,Item tem um único,O projeto necessita de recursos identificados,O projeto tem um objetivo claro,A organização do projeto adota a gerência matricial,D,Application
277,Quais é o protocolo principalmente utilizado entre o servidor e o cliente para enviar e receber páginas da web.,HTTP,URL,SMTP,HTML,A,Network 
278,O que não faz parte do teste de sistema é:,teste de caminho,teste de aceitação,teste de instalação,teste de pressão,A,Application
279,"Supondo que a pilha (stack) S esteja inicialmente vazia, para a sequência push (empilhar) abcdef, após as operações de push, push, pop, push, push e pop, os elementos superior e inferior da pilha serão respectivamente,",c e b,b e a,c e a,d e b,C,Middleware
280,"De acordo com o 'Método de Proteção de Nível de Segurança da Informação', se o sistema de informação for danificado, causará graves danos à ordem social e interesses públicos, ou causará danos à segurança nacional, então o nível de proteção de segurança do sistema de informação é,",nível um,Nível dois,Nível três,Nível 4,D,Information security 
282,"A gestão de ativos de TI inclui as seguintes áreas. ①Fornecer funções avançadas de descoberta e análise de desempenho para todos os recursos internos e externos (computadores, servidores, redes, dispositivos de armazenamento) para alcançar um uso racional e reutilização de recursos; ②Fornecer gerenciamento integral de licenças de software (diretório e uso), incluindo mais complexos; ③Fornecer gerenciamento de contratos e fornecedores, o que pode reduzir o trabalho com documentos, como verificação de contas, controle de contratos de locação, aprimoramento e simplificação do processo de negociação; ④Análise de impacto, análise de custo e gerenciamento financeiro de ativos (incluindo relatórios ROI), para fornecer suporte adaptável ao ambiente de negócios e reduzir os custos do ambiente operacional.",①②③④,①②③,①③,②④,A,Middleware
283,Qual das seguintes métodos não reduz a possibilidade de um ataque ao computador do usuário?,Escolher senhas de acesso de usuário relativamente longas e complexas,Usar software antivírus,Tentar evitar abrir mais serviços de rede,Usar um fragmentador de disco rígido regularmente,D,Information security 
284,Quais das seguintes afirmações não se relacionam ao estilo de programação?,Correção do código,Atribuição de nome a identificadores,Comentários no código,Formato do layout do código,A,Software architecture
285,Qual dos seguintes é um princípio errado sobre o projeto de módulos funcionais?,A decomposição do sistema deve ter níveis,O tamanho do módulo deve ser moderado,A entrada e saída de módulos devem ser controladas moderadamente,Há de haver muita redundância de dados repetidos,D,Software architecture
286,Qual dos seguintes é o statement correto sobre a operação de sistema?,A tarefa de commutação de sistema é garantir uma transição suave e confiável entre os novos e antigos sistemas,Risco mínimo de commutação direta,A commutação de sistema só requer que o operador conclua independentemente,"Após o novo sistema passar no teste, ele pode ser colocado em operação normal diretamente",A,Application
287,"No sistema operacional Windows, para garantir que os arquivos do usuário não sejam perdidos, é recomendável realizar backups regularmente. Ao fazer backup de arquivos, não é recomendável,","Fazer backup de arquivos em unidade de disco rígido móvel,","Queimar os arquivos a serem backupeados em um DVD,","Fazer backup de arquivos na partição do disco rígido em que o sistema operacional Windows está instalado,",Fazer backup de arquivos em uma partição de disco rígido que não tenha o sistema operacional Windows instalado,C,Database
